id,market,name,mascot,mascot_name,mascot_common_name,tax_subspecies,tax_species,tax_genus,tax_family,tax_order,tax_class,tax_phylum,tax_kingdom,tax_domain,non_tax_type,flag
f9e4261e-d11d-46c4-bd33-c7bbc94ef0e8,Saint Joseph's (PA),Hawks,Hawk,The Hawk,Hawk,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
7e100f63-0b32-49f6-a954-f5b7c8cf48ad,Seattle,Redhawks,Redhawks,Rudy,Hawk,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
6a7083ab-1832-48c0-9168-427b35adbcde,Southeast Missouri State,Redhawks,Redhawks,Rowdy,Hawk,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
5f9a90a2-3926-404e-8c8a-d9f22ad6907d,Coppin State,Eagles,Eagle,,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
ca441726-0c57-4456-b1e7-fff098484fb5,Winthrop,Eagles,Eagle,Big Stuff,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
6b955b96-b736-475e-bffd-e4acf2054169,Georgia Southern,Eagles,Eagle,,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
54df21af-8f65-42fc-bc01-8bf750856d70,Eastern Washington,Eagles,Eagle,Swoop,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
e4c315a0-e83f-4d14-856e-34a0463059e3,North Carolina Central,Eagles,Eagle,,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
b7747a03-c85b-4de6-94bf-1b5b68553248,Morehead State,Eagles,Eagle,Beaker,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
2ed86226-3fff-4083-90fa-6b02307e6f73,Eastern Michigan,Eagles,Eagle,,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
2f513e67-f019-4eec-9096-fbc5911858b6,American University,Eagles,Eagle,,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
559db90c-741f-40d1-aa81-3fdd1d4889f3,Liberty,Flames,Eagle,Sparky,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
f7575278-12ec-494a-b544-427c1759d43d,Niagara,Purple Eagles,Eagle,,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
4b3ff02c-e0ba-435b-a565-6075bc491684,Boston College,Eagles,Eagle,Baldwin,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
5326c079-3dc3-468f-a601-b776dd9c1e62,Florida Gulf Coast,Eagles,Eagle,Azul,Eagle,,,,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
09920a5f-1b25-466c-b5ae-6167214f5ba9,North Florida,Ospreys,Osprey,Ozzie,Osprey,,haliaetus,Pandion,Pandionidae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
3b644902-cd06-4930-9a3e-6c78cfb1f464,Wagner,Seahawks,Osprey,,Osprey,,haliaetus,Pandion,Pandionidae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
c54279f9-3028-4663-893a-7d22482f8098,North Carolina-Wilmington,Seahawks,Osprey,Blitz,Osprey,,haliaetus,Pandion,Pandionidae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
fe037cba-25d9-42f5-a461-61d7102c17de,Tennessee Tech,Golden Eagles,Golden Eagle,Awesome,Golden Eagle,,chrysaetos,Aquila,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,Golden Eagles,Golden Eagle,,Golden Eagle,,chrysaetos,Aquila,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
3da4798c-2d58-4dac-b66e-ad145a91b544,Kent State,Golden Flashes,Golden Eagle,Flash,Golden Eagle,,chrysaetos,Aquila,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
095417ae-62b0-4109-afc4-d92918599dd4,Oral Roberts,Golden Eagles,Golden Eagle,Eli,Golden Eagle,,chrysaetos,Aquila,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,Southern Miss,Golden Eagles,Golden Eagle,Southern Miss and Lady Eagles,Golden Eagle,,chrysaetos,Aquila,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
0d037a5d-827a-44dd-8b70-57603d671d5d,Utah,Utes,Red-tailed Hawk,Swoop,Red-tailed Hawk,,lineatus,Buteo,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Eukaryota,,1
da7d41bc-48b0-4a04-948f-792d6470bcb5,Youngstown State,Penguins,Penguin,Pete and Penny,Penguin,,,,Spheniscidae,Sphenisciformes,Aves,Chordata,Animalia,Eukaryota,,1
